"CD8+ CD4-_CD127+","CD8+ CD4-_CD197. CD127 subset","CD8+ CD4-_Q1: CD45-RA- . CD27+","CD8+ CD4-_Q2: CD45-RA+ . CD27+","CD8+ CD4-_Q3: CD45-RA+ . CD27-","CD8+ CD4-_Q4: CD45-RA- . CD27-"
100466.043453327,16.4629287927562,713.700069854288,-648.691140578035,238.57088155661,100839.406748895
97486.4807267455,-1207.33010621757,-4.70108499772355,252.427026927564,99854.8138929675,644.141743870714
99402.7223692599,-1.70418255682055,98895.4208241963,-744.957901837583,-1074.59421530776,309.821293170645
99493.7786494956,916.448182809866,101428.394089412,-393.876947948479,438.384940012329,210.837048997461
99575.342636767,-892.012125800942,-1742.12633793819,-393.986473125898,100661.002831599,-338.571944703093
-1907.4228889756,771.202577051557,-530.250312275262,-554.267166474075,101323.85879106,-325.964507708469
100666.476270605,-1848.13448883989,241.11439476477,553.606519269978,-366.97443256337,99990.9880179568
99603.0629819744,-446.571011171303,100534.729572552,504.571418017955,-52.1717168248378,1523.14919690345
99620.5188250905,178.917845086499,98653.8980220576,-2688.84605611246,-244.86101823055,-406.524780275588
100736.646762527,98740.649304678,-831.160476746682,-12.5283229803827,-576.261930267777,102275.060807531
100337.281262372,588.975739987056,100567.167682755,633.875575938278,-474.082334579108,-612.240825194757
97558.1807000474,818.845250166858,2019.38610368923,511.48532113334,229.185340511868,99115.2893932798
101878.150316597,1458.7003930226,-855.844912961132,1395.23829858134,-269.05631881967,97649.634778301
99382.1897355475,1076.77090392931,99195.1368669982,-405.795517827237,-852.927468936404,36.8564341643424
29.8312927573963,4.26354010358601,640.932954741695,702.784865008749,358.68309113042,-83.740945538513
99206.7806453443,1380.99067541472,965.136369192762,-715.101141933883,99110.3267503774,-1356.85875096416
-341.923932606002,-579.088220575785,2271.25371387516,2658.16944585156,98918.2021785659,-1396.28542587749
99482.1308426263,-427.439711553786,97933.1924353401,-944.516473716071,-1393.32565901478,-798.841735605755
100291.826056622,879.69645550063,500.345265464704,344.620792623811,45.2151627774017,99687.2286469661
98790.6611940994,502.308492950119,1770.33613689293,-421.812603343666,960.515560860048,99673.8729916243
99227.5329776884,661.847486134055,98723.4593461998,-730.562247088455,-173.069547112134,1127.66608556093
99929.7853699541,688.65043649007,100386.651564029,1334.01356068929,-130.584860925854,-572.060444633343
-1764.0577467622,166.049866929702,-939.822183870057,-971.309328199183,279.270182506057,98926.6946169488
99973.8867604461,102553.34489824,100719.975448815,-1807.41900180094,1478.11686093992,1470.75785976122
-348.925916976085,461.550507507269,101244.574877554,446.458909395108,903.290734639572,253.925876119689
99670.7650368975,280.666357452636,68.9151252882215,-77.6366350114314,-1249.90941452294,99748.4059787096
97849.4815461555,544.64972186223,100957.610644427,551.172836887655,-405.556432500884,-458.845033514464
99239.0722936379,-79.6945452586545,99214.7739365614,-582.481187567265,246.814766916405,-568.319480529003
100863.411310594,119.083243589509,-1025.82141015519,99389.180041397,-13.3592366473455,-307.710206244674
100221.168954547,-686.766916764996,98240.0853445669,-621.363029978967,-657.672601051397,-553.412348132253
99722.43732452,-1556.65473736961,100191.33397597,1537.76511745779,1698.94891111137,-140.074451809925
99311.6582064683,99099.3913253962,-219.093929779587,200.682879906899,100912.983004274,712.954789684739
99543.2572689019,-1476.00167516069,100055.924557357,775.817344553734,-101.161143096705,-777.607838459343
101360.559240875,-2333.29908638041,852.702921182352,-80.4464182548258,1524.4113867525,99502.1936833443
100083.995458756,275.480267529828,102666.613828379,-202.056040513155,768.270468887036,978.312947174959
100980.332442219,100704.773293896,907.988491615045,762.537092504061,-18.9530078541898,100128.120422182
98938.7749096284,-1434.46297501224,100052.211551587,-391.905087593423,-750.500682123388,-970.747684606727
100411.532822337,-1867.08349571756,2046.16272545019,-1586.35863830451,98969.7976728754,102.587165738809
100512.969625906,-584.093592200419,1021.06271603749,-1197.60613322026,516.883757309418,98900.3233698968
303.919171500869,2574.33114222138,76.7256476658663,-1143.04568347196,101471.334383448,1383.65153211068
98936.9412775914,1618.75480187395,-594.705616433089,-1370.44814387901,254.283263484303,100419.513095832
97499.520113686,-119.927427509389,446.712872470109,-49.8376578932424,100162.386629666,679.367042958497
99903.804545201,1219.2010925987,348.223283609511,167.034881953904,296.870440683564,101109.798442892
100465.323141514,2226.82932200337,99781.2267411189,-458.982641903651,-60.1188731871181,674.925055974984
99386.407855479,-1405.21299168452,-801.469479392178,-1006.73196904989,99589.4004639461,1608.3883260232
98323.2223578271,101801.205561518,-519.240064712046,-1919.74835591189,101473.50052839,-607.43883157448
101754.020775229,-1520.74219586397,-55.2321361179969,-453.631583747181,-719.269589775154,101513.746435812
100970.66955967,598.267447034463,-230.406394160756,509.793870226162,-902.41008623499,100175.294778889
97190.617881527,99324.2255437491,101292.993130963,239.253114211232,130.852996548778,662.804315787108
100603.114070041,-209.273544096614,3194.10769949201,877.274433702953,99092.6548249565,-314.160179165551
99834.6668683006,-825.027718089113,530.451126373144,101270.362283796,672.782641544628,2030.91757242777
-657.223322063763,-1032.85726334214,843.704424869083,-1767.00729466001,98950.7272543329,-1176.21960255541
98007.4864717347,1255.6991857157,534.394861432238,-1029.44722096141,100823.807890157,933.057042160257
100428.17236059,1774.78975412542,828.396045177177,361.155163183476,98844.0518669905,-892.550411705329
99997.183228839,343.373934028766,99302.066817649,-1555.79559877185,-258.542197267739,751.740597690651
99487.3622394155,-687.333062149308,296.468779956529,1236.68947248225,491.109794347795,101382.114914098
99395.3225885718,2074.96091459501,99409.9166498179,247.077238827775,-250.265852472415,-144.305778316977
99915.2881583218,99161.719350873,473.939645766734,100711.709052523,-433.378346985976,424.509901401246
99957.7922099462,719.442605653194,-464.046301500831,937.909461323993,259.597537485065,99756.6951223022
100949.343172379,1340.96658670789,468.573161948554,1236.55252379647,99637.3824570289,-1893.95992830463
-1274.95655896055,-59.2709764270939,1185.06145336993,-2580.71103287968,-823.432225942567,99662.9512580836
100023.680328384,164.997896153899,100008.449278028,-1449.26369146646,2954.49580805015,13.4500771430059
99645.3911443275,-1536.28115720377,1767.90153809097,456.489602839721,-2048.38260676926,98860.4070206766
100336.719181278,1755.43686230225,-1443.79265973196,1356.63893353795,100322.058017441,194.97265942163
99177.1482540807,-1014.29926889294,1015.11105562338,99938.1892576521,-724.23821438054,-843.203635141935
98540.7527962582,468.182718394419,99781.1227429424,819.624925735096,745.854471487929,137.189275393688
101897.081822566,-397.375971678092,-890.460923146992,171.856194743908,99049.4108240837,118.147322216974
-775.68005248705,712.734234123289,393.757959007478,-207.437308603829,100475.716015937,-473.376389397548
100364.131940101,-1545.29132214454,580.672047279241,-651.263112985611,99363.6559656017,-367.62161602348
-514.194592101812,756.43519783852,99643.0425463412,-2562.96005266274,-1260.82425118705,1346.17329551657
99819.8102052862,-1315.72600484673,-332.841482013518,-645.618894544385,102356.275666994,-610.799049557919
710.671777822297,1338.86274330727,-490.981924925147,772.349116137017,99431.1506383209,-1167.59152241317
97128.0802019809,748.356640463462,225.907825818788,114.74772366386,-97.6842676804191,98735.1111120564
812.583430338106,656.872009967812,101178.307803237,-1072.40678784311,-140.403418448014,-446.697265715222
690.302631867758,-1402.76138979552,28.5087586146973,-9.62905016994639,600.128182493791,-398.263056067353
100404.662404182,-758.683108138983,100938.464577589,-1053.27119477777,-1300.07935197028,625.214876814062
99718.5751784991,631.232649704149,100958.166162066,-530.635137134193,-135.727778273576,1644.5837403799
98780.7621904372,688.259036672532,871.004556739731,-1304.73371859156,-324.281435735518,99653.1108103339
100432.847668897,-453.972960786689,101625.507218262,-463.988473457656,1323.12359510942,-302.450851107712
101371.275109597,1365.60475482108,1812.72315974128,-835.024859216123,98766.1755339284,-44.6943089807268
99265.7832836663,269.576455761072,100214.523294589,-1043.04350009848,2225.88653701732,-2570.17143944029
810.057712934959,-524.666784282201,286.914988050825,874.152208204585,100749.20928568,-501.948954457217
100815.186206287,-949.56220320573,100793.440013579,-558.491768320851,279.489479037353,-433.634967254827
98856.771594351,434.51697979276,99918.3526735374,-1034.41780701536,-194.816549439744,-660.458568155035
99409.8847824241,99238.6842093373,1665.3225339136,99594.8190852405,-1011.0797268546,656.898973949054
98807.7421619582,412.068841392106,752.950444752896,99821.3311861587,1087.27181163063,-1102.38998253113
99083.7010350158,-186.198785129437,-885.1164664598,1019.17290473875,342.143000530676,99547.3446330609
612.497508792192,-770.30485384219,-1145.32954474209,-1501.98753739443,100744.14718996,571.580980848953
99975.2289406892,-775.047346788784,339.888503303893,1153.89545375371,99144.2831210922,-1640.78735888415
100260.200636517,692.018967587814,99266.6556082844,17.7412195330393,2127.05127870304,12.4003478947757
101855.927328289,100101.676675459,100652.761494717,147.913804858945,1351.75292034963,-695.607643752242
-789.299156988921,-52.379660425131,-482.328148376881,82.6938392905609,99644.164980365,-222.734572262122
99772.5881916919,-1213.70909486035,-432.107915838467,-1575.09890124111,-422.300795083976,99201.5352868052
99449.5048578319,-1917.58196642125,99533.5986055026,-1091.75996765679,-1356.64611870206,3549.73828993927
98024.3404789193,-625.081763660079,102201.53115029,246.032579776246,-95.5254854116959,207.217716115981
99393.9648214152,17.5471423597696,99450.1930344743,-72.7819556323925,-206.661895949406,2304.72125708783
102400.926599631,-215.031538315613,100135.148280919,-691.59593869069,394.328248913396,-260.193700811308
101100.088360331,850.65750834241,213.452409126099,-294.832496524422,100726.596995112,-690.217178825535
99636.4483164956,14.521241057143,101917.91927563,-1361.55629847627,-728.778617781346,-392.844658559957
100115.532206437,525.091006292165,100922.617431918,1142.08463022844,-1063.2451651963,-87.7841125152678
100244.630997746,-959.19344469235,99129.9510371699,365.909127178875,1756.24195827632,36.405646704859
101542.108588822,-638.521463283247,1096.848038028,161.04786353986,147.71668119846,99469.5829297873
99788.7605373986,-636.746886920686,100805.052359074,115.27858288016,240.520147826055,537.415486504187
100228.700769357,-932.966570178277,100282.376311007,-1599.26398114391,-1285.73590277166,503.425489012756
100505.93634276,-588.860793074303,98452.2683375177,-914.862572748741,1696.74335468098,-2205.57121978264
785.596818008493,1438.85280508084,-2138.48201562763,115.000527629409,-1170.77914676704,100638.89019948
100264.009503585,-329.845130406015,-148.941403731394,869.10050560767,-217.04663604029,100657.38179432
100100.558030271,-116.692476099529,98372.9272960632,-191.58649802742,1162.5836364567,-755.750899428141
100314.24097168,-1466.97491871194,99602.3215017754,-846.984875692913,-1043.25447659621,787.705517761067
100252.838044718,548.400102040446,99748.7192801114,809.72865511465,-415.481126884162,529.212636171176
-468.847770105301,397.190875855444,81.6574928484317,-1729.82973487492,43.9248799365412,98662.6147629687
101746.434800164,715.591110372277,1375.06716100842,723.542420647973,101975.634727011,-1057.70120689772
101892.34754335,1278.18901289353,100198.524416586,-725.453919363453,-1847.98334930372,1440.50949731721
100412.686715735,-681.187038305403,99581.9705336998,1307.87896292871,-918.488568470099,-382.807374156041
100972.66825192,549.534600274173,2080.90915954758,-237.162046963253,99086.1136424429,61.0898522181448
-69.9875549124887,-2680.78171172019,100590.072850796,-931.342350249936,510.05152162622,-2165.47098636574
1.66781222501782,2195.51671790047,-790.188393704292,1970.28702420262,101631.513600231,1299.27729124487
98943.5109066141,-222.964582327006,-360.785801822166,1989.6911111271,102109.221934275,-1888.18042113935
100250.553672032,778.028278879092,-898.496592226847,100057.844865092,1031.03264420175,752.652927060574
100026.267878799,566.520390838379,-40.9760835937639,-12.7851171464535,-85.934760709909,100750.927608483
100313.101652392,-109.621088531506,98306.9927844186,-1347.31022498978,1281.15405401126,-1870.97512278783
99018.5297708657,-1010.59935779381,-400.16819401446,-134.302586763836,-616.241049258013,97455.2712659637
797.827730470326,2457.61938185939,99719.4249290079,-934.522169538304,-1281.03784616187,-2257.31947058819
100362.033882921,636.664362728951,1254.46419921338,156.511999840653,101216.749379604,-995.067020397713
100031.226287521,158.883188834694,393.949510690062,100850.885890802,-784.059489919915,28.818473620851
99146.1605561049,-1008.14822176565,-1989.29653115426,515.229872095347,42.9733162017835,98886.1658637584
320.75258818606,1113.10739845242,-407.518717073068,852.322489478517,99968.7977456783,481.656565885887
100549.798993637,553.891923841884,486.089582236685,412.868089005404,897.742377281042,98096.9896653935
98813.098819266,258.858173441754,453.825846224671,1186.67145569954,99550.3186668073,688.801258124624
98472.9391235612,-149.338777842979,100766.28034224,19.4183248932346,-314.254826129427,-463.126994389952
-37.7766051778156,962.158202399034,412.336805987983,-1384.77773387275,101347.40956876,-871.616320222275
100145.883157349,-674.591593211502,100017.436301066,5.35515722063871,452.956370442944,-733.608750165073
99595.9628934917,-348.221205487735,100489.745764037,-1008.53098264732,-571.059179416999,-1036.13804912416
-302.821206083908,154.250385486848,98603.9971551641,1517.49577777599,1132.10663750269,1798.50246258574
100144.252737515,1088.80676968941,100308.532600834,-1506.74503842779,-798.720547881303,-1566.94358147948
100732.312360429,587.497345737432,1895.03803817694,1214.72062882523,364.478641591417,99295.9950607173
99648.8514189735,950.616877332249,-1683.72999661778,-36.2990998033859,98814.1423983089,-676.214562405729
100159.696950164,-707.683496657343,572.520700952005,-45.0422166958688,-2407.66102103954,98800.903326079
675.191643080884,-853.669107107155,2290.8463337175,-865.42000692223,479.328853867696,99914.989361671
99553.1417243209,-1712.49126238476,823.938941177875,-265.459042092082,-877.775282272424,100036.937394508
99482.3711636895,-1168.78310541731,99528.3655530415,405.567510291615,-224.870151873453,721.522325598766
1244.90566132534,1210.23642772455,69.368459103155,-1329.9489800413,99535.0950855793,1416.4949821687
98678.471789325,100620.889841474,101038.013515084,-204.766219284439,559.417335751014,-1885.11099534143
100057.926916322,15.8706852196456,-330.89668655349,548.159126712687,-342.53612190812,100458.925164696
99802.5718203426,-814.536532494271,500.988460011854,-743.690317297996,100525.713543521,-633.312446254502
98778.5823996111,751.370272898554,100324.779468447,-1752.76442394732,-1454.09360695467,1002.71705895738
-438.291493153801,-803.679252665859,-1805.48789001541,-15.7279843812143,97891.9250148177,376.000328120018
100935.088682461,-65.1478244524418,-2516.03755311756,627.22913745833,533.718745330682,101107.406018128
101129.943066826,80.5869317496497,101590.355231227,307.243138925283,789.099184856893,599.001427768466
99589.4112052386,1163.63336011007,99325.694227082,-962.946677351478,77.7018518236472,-990.248069772555
100069.154977854,829.952694660676,-185.652463787702,584.657786053186,-203.701252899691,98845.7690807239
101446.405041292,769.416973084663,169.986646683503,473.091500506859,-1027.17408569618,97759.9035986807
101436.964541941,-517.428338410336,100889.319730334,567.007329921417,809.74085089137,19.2185730785297
1626.09392761849,-987.79135458015,-1185.93358719531,-372.288074501261,98472.0718707865,-307.555453543588
363.245167033558,-744.392297321824,295.437392933275,296.634250794281,100005.528633842,2262.74538833175
629.617414492846,342.729449789244,-992.794078446411,455.216030347929,100839.949711059,92.1950892075023
98823.7825268794,-409.356311431247,-447.560807923292,-215.090466963466,-1435.155650326,99836.4943570694
100090.171227899,100327.305802701,-1531.22703128922,100460.278940324,-782.029656226759,1268.34435481295
99043.533545039,-526.415326219895,-1420.14394193491,-644.837821417083,1095.47414111,99302.2997521839
96947.5470043421,99860.1158508011,99249.1691261855,245.704746128724,-1151.92391307859,-433.917401450132
428.105958486093,-1032.25595265044,-1034.41645076437,598.316641567277,100684.036733536,147.526990438982
101908.115487427,-1395.03600901178,100014.770330569,1244.97708488659,-592.834192865471,1075.66779036273
99004.5449961758,338.624212817248,100469.172014757,531.143159937774,1065.85749939465,239.921761666636
99296.0483969619,1610.52351012727,641.443939515483,477.153910034003,1018.02701027614,99750.3739781186
98947.1751097906,135.538456807592,100126.168629064,314.560255413205,82.1416099196887,-916.825197958905
101986.435522239,889.246348612251,-620.465704902176,1176.90476993793,-1925.80610149668,100232.664803706
99980.6798617037,524.070792491374,99090.2513892703,-861.015809907767,-117.295352480021,2209.42552418204
101162.727117615,-487.940686762764,715.074903494313,-177.070056011724,712.444118335742,101307.563267488
98448.6232236227,-626.287456810812,100952.602336192,240.757590594603,-529.778603864083,512.852758197078
99286.6805578843,-138.943510580453,99795.307568828,-934.48301674251,-1263.42359982463,2563.08364735092
99735.1115649142,-758.885299802114,99338.2760950886,-186.670625427266,-558.223003956005,-57.3028582137112
98329.6845242401,-2433.71726523298,98492.6656547358,-480.932843864331,-907.067401211278,1246.42202451154
100255.150273492,140.437138376682,605.650609949871,43.7779478971603,783.439772621856,99253.6800144918
1661.77783162747,1193.53296607203,1156.40245747666,586.372909930462,421.890075304461,99332.4557767008
98986.3649776283,104.024007795929,102745.258547991,-1002.49409737191,283.518329046595,828.912243637254
-91.8136622316516,-961.127911387841,-1511.93843901117,-299.529728284131,99791.2553123921,-457.00918683895
100461.287221334,-709.752948112096,100885.257378477,760.659583891098,2457.34294839821,165.92066310649
101077.934713008,-236.995897870443,100125.900773214,511.954219946518,481.558110667971,-178.936658529465
99234.4963103285,-1226.14786487191,99230.6875713471,-1030.71048800329,-822.731132108814,-86.7312387589234
100393.090523231,-1054.92836278028,100957.293471553,-1223.99270006922,-231.412385596833,1245.90814165451
99946.4811690909,-719.434891811041,98672.8880787737,-1898.49247960797,739.275383569183,-617.214687337987
99200.8364239197,-715.374181230783,99472.3023712813,-143.109507518806,-780.121968864086,615.382126790915
99901.9122309618,1866.80103699156,1279.45757759333,432.971995467426,98651.8777982999,-531.396418362062
99548.7784834801,-1886.19811536753,101182.673521891,134.898744388751,1512.10429285934,998.646329453244
101157.868026688,709.461392481159,-577.009118093457,361.55686650212,100507.762553978,2422.67989220424
99657.2590301652,1540.40890592642,100085.540261415,-534.243437781244,435.555409979253,618.006774782499
100461.891375975,-497.461795316171,101228.973980255,-739.103210820743,-1367.66838468274,1495.3512514166
100342.306259483,1457.39327301535,98043.6787794003,-282.623046607413,-159.74026354528,257.128977972494
100532.881781832,-757.039818866385,101342.210140878,453.830338931716,415.895836954083,-1036.49755520535
101424.894692976,1368.0579940154,566.506231938455,167.929115932737,-168.046041279443,100926.70309349
101972.727053074,-221.338115658891,99103.2959367023,-849.486337970638,-448.74444301424,-291.857720135946
100487.207794127,462.467478546097,1712.22505342945,-558.614006191438,101350.801038503,247.085484823054
100216.600655414,-401.707484606396,-899.818762316297,-754.244685136458,976.895727492661,101044.311905533
-2531.16622885615,-1090.73002825053,-1496.01302211304,-541.415916489221,137.242625070115,98902.9180687583
100409.370457357,-496.523997560771,99294.812606097,-33.1176962991468,733.76633280102,819.706768271783
99284.4276485469,240.249998425201,219.943849756683,-527.445272376985,-1944.07537858975,99021.7207047009
98212.6258803019,245.668868177772,98086.3695028811,-2229.89561684799,-171.601676377162,16.4373549794386
99853.1482206991,504.695973737101,1607.88204132298,1219.84323880348,101661.739469175,-716.613438891221
478.674883529072,-176.752368173705,799.90198169259,-410.757215286712,100484.593112874,-927.382262227176
-76.0317075073796,822.999062138464,566.56432976002,-634.761945457813,99574.0442866171,-957.070243428209
99462.6968828894,352.070343879507,98788.9527272412,-503.054095753886,1369.04920808254,-743.371487827993
99842.1810045214,952.625596511155,-228.011417722755,-1096.24673748884,97909.0837975654,995.327924797985
1030.826197102,-2538.54425114411,-442.993783653395,-1256.8806694454,100023.48198385,145.211280849868
99607.7925494789,-61.2685247024815,100133.082235941,916.974851139358,45.7745687842956,-1011.82181296378
99964.6087937371,99671.4726278283,99934.1629417036,-938.894845259256,-504.155830537807,-875.995536400314
-647.663247629267,-1245.05419509808,228.707670118121,1237.11213779746,100594.206617282,612.558047718961
100110.956309505,329.740260801715,100723.127706862,-358.79499267685,1680.27199091323,-424.969328087085
98639.6841615557,-1456.00363092598,99101.6231319406,-1260.80953690562,-86.9653959465989,526.477806799
100391.215048067,63.0063662701865,-2248.27367091628,-77.7457785737874,182.216345570006,99319.8259973945
98296.2745708181,1657.69316510998,-307.155941825232,1972.62619079455,1609.12808569039,100823.663477431
98846.031766272,-663.936789276568,100219.482360661,-760.222167359771,708.645195305903,972.330654944806
99475.4882908349,-995.3947580054,101680.170080503,-762.554988863515,-515.529890700535,-595.562136583018
98653.4781168,-274.711071600009,421.976827485926,-281.415734832765,98807.8563248266,-919.196797789441
98214.2116653117,865.325740130275,26.6039777727808,-75.6139969163756,98392.9995915951,773.816659130752
100159.132934144,-471.979307340711,-1416.63851897442,2075.40810169701,98963.6990502749,-1049.20311852304
99863.5187578442,99936.7404694308,1438.89213637633,-244.957896081972,99143.6239967587,1430.6819072227
100258.036325693,-162.59831550786,99398.2596875424,-1475.296179319,-890.108272544627,1120.19840353274
101613.002355103,940.094694746209,1957.46878822472,-230.218157301412,101942.834155081,1163.88181455982
99124.0958331137,324.152802281962,100427.182135655,-1216.89080864441,-253.754192066355,1504.84152033197
101221.652920859,-420.422049918018,99875.7792925228,301.123425865597,239.394687695359,-387.462768237958
97645.4857487724,-968.535313120002,98557.9664610717,-385.405262127026,891.585444620184,1160.53029756969
101290.242926018,1024.80912363227,-589.135642264836,1071.51303441872,-853.99483341067,98316.7232486478
99253.5834286716,-1036.01495720487,-396.517908735618,277.978161564613,-321.278410706738,99274.6135876308
97693.1729876289,-4.84292166793478,100068.431335829,-998.05261820637,-310.969894140289,-1442.08926536756
100477.286387422,1878.36212099528,98839.7684347894,-118.326602407218,897.809814219713,182.478946533962
100307.215182649,-717.86176309685,-334.834126257413,-81.5500852493013,1592.59691728294,98847.0735893778
99878.4258666415,-282.741044198446,99057.9835173626,-2.67404524205741,2185.31822952286,115.513682860505
101498.462648277,-364.087519361132,303.334112678344,-753.763644853414,98521.5379932133,422.125186787287
126.925082865904,3.82119291288887,1350.24402598535,522.559365536139,1439.19362087197,99822.6769008844
98462.9012019108,-977.431676254136,564.801834479588,199.749155470513,99246.4877463958,-692.407537702377
99897.6576768428,100488.867837282,99866.9012369277,1171.30394518078,1273.28731474923,-1006.4319882507
-1536.23376834644,-1336.21719799278,-580.035869523621,-1715.94896681782,99692.1438199766,877.229955121081
98069.9180076417,-802.462889751168,239.267162323858,-801.282796227834,99395.0721353346,-272.825590998341
98418.6453724451,215.333764233884,99134.7076255849,-1021.06005046607,1805.789265791,-547.353168223232
99817.6560613082,98995.9878535372,653.13039667153,99536.1620445713,1072.07107810271,-183.472436166868
687.376672663752,931.021989756691,1041.99070272062,1161.38246020081,836.364794872973,416.914908396189
101849.805269822,99678.037760009,99796.9487785478,-1672.39417020698,446.120719225441,-1067.18237073054
99216.9125590896,726.237715396473,99257.8418208608,-1323.7372912631,-923.498549028327,-259.658570308259
100214.444032664,538.362914570317,100103.240412955,-786.767437188919,-568.369165905796,571.414760800662
98359.7672327128,67.6500439599575,-1606.74774390537,-22.1397642029189,101186.352502317,-574.328950786576
100701.058491749,-541.402259687854,100671.847867084,-335.499344757731,-720.213998381121,-91.7658014700543
99994.6845546084,809.298786730547,-898.192106941965,486.626744451885,-1627.43480596938,101736.383844557
132.343950231754,-222.053684426806,101405.39909098,-589.267699075865,-1205.0463629957,1451.95961521838
-802.553698099416,-1092.78196331883,1040.00250929614,-1129.72573708808,100718.182000517,-605.982706973814
100032.086665198,101058.225714435,100927.710460142,2797.51874067112,-46.6625542952708,-714.448638688706
99091.5572117101,-820.21622824984,-893.849643011,-227.120605598015,100336.989779322,-642.561039311341
99488.7333426813,1018.70818363772,1078.22135485752,1941.22146638672,100172.687704917,-341.835138528646
-1815.18846817738,332.559927694362,235.130194427232,-304.97894239908,98701.0484043954,2406.1909100609
99464.3730935585,-978.55504465621,99896.8578057234,-893.541765522362,143.035026269705,-851.828474428934
101437.606949025,220.542383479822,99602.0559729496,513.738945779023,-461.155826163908,238.784971953095
98602.2530461816,100696.362933684,100286.90222921,-688.792698559599,-392.711478677345,-116.490955846159
97848.3566343195,143.535354811421,100582.924719511,885.438883646847,250.669798529622,1745.66529559157
100253.121797563,1208.93191462276,99693.1184726411,-1275.90216050519,1129.55021151116,1118.52806321855
100385.664876836,9.09844498118176,832.943129814329,-1706.76466785923,100418.885888954,1149.08613187993
99712.5188463566,-383.884610741599,99500.7224163015,-2603.4505207214,-272.871955851922,-896.644315370528
100060.836170596,508.40689627377,100810.851148994,-564.211857442113,-471.175278197291,-674.222726860049
99168.9619449446,100894.81885386,98866.2822753366,79.852960004501,-212.093872343913,-1557.63032776893
99360.5745690101,-704.256151539866,98909.2216744711,59.8386299815271,-2016.89864856393,-2203.38922374512
101623.139095914,-646.407789577048,-1510.46093039463,-734.745363893262,99396.4125939434,-213.364141700121
99427.2228555967,-756.872690059081,100168.291491147,-181.887726935085,1275.45931151164,985.527461258036
100941.38873159,102067.964271666,100684.860881994,-1110.36160634628,-2161.02091654074,448.920649919683
100768.542480548,100778.946258918,99186.1899099792,-324.165314714005,-1551.73320985174,-1268.85301108342
100486.315379213,198.856363268463,97664.4752350629,-442.529542564719,-2184.71021964375,293.906198847789
99117.2768759824,-671.568355503759,100329.018110519,1685.55161151891,326.001299938949,409.425621260896
