"CD8+ CD4-_ezDAFi_CD127+","CD8+ CD4-_ezDAFi_CD197. CD127 subset","CD8+ CD4-_ezDAFi_Q1: CD45-RA- . CD27+","CD8+ CD4-_ezDAFi_Q2: CD45-RA+ . CD27+","CD8+ CD4-_ezDAFi_Q3: CD45-RA+ . CD27-","CD8+ CD4-_ezDAFi_Q4: CD45-RA- . CD27-"
-90.7070566489613,987.647567197359,99978.8358897425,227.172905802677,338.386937621736,646.115485699215
-743.185389521254,-938.259403283433,-1179.67752106211,-2409.39249349568,-493.234189641269,-1669.29160507007
100787.326324013,243.211561633321,-540.662723791453,-552.332450506016,-252.837198123446,100419.58689918
273.330989313488,-890.189148913955,-577.317497827616,-123.84200504337,97921.0541194934,-375.799731983002
99701.9879270356,-1552.46116690323,873.621225375612,-2019.69071693074,7.11692109590952,98719.4330225369
98526.0628681004,2384.92665689751,-1634.87218992642,99.4693035238113,1066.96221448418,-972.513644574527
101483.991420937,99732.1707782955,99590.8315184833,514.597859878882,290.358929380013,-437.607324386562
100405.198619776,-1085.6472487046,101218.660510598,1157.07435392558,-281.398283471252,-94.6665252063655
101950.374135273,97.0283660718342,-220.280981477512,-483.39770357336,99453.450616956,98219.2510982043
407.453978938023,179.655935866158,373.915706616084,2321.29322854144,103006.174496377,-1684.67631672871
99667.8074464805,343.994884457519,434.76179528446,-1298.79574672745,232.969710254457,590.158248167551
98865.7480409326,1952.00150638318,99457.2521112104,1469.18901271226,371.160457838952,-391.538201797737
99935.220794299,419.381517844256,101314.771085958,-141.366291324426,-306.333907544597,-429.575523484682
100405.158909813,-625.485263040559,99028.4646611351,339.309213992429,-75.7056536538141,99495.2765284518
100047.057231955,98434.8233032555,99526.317501104,602.613085371192,278.612449695941,-414.259541923384
101400.009091608,855.786054121672,1074.44426326745,1309.79616659649,1978.14352175446,-981.36512193101
99326.3270737707,1452.40635000187,2299.7581714707,609.313488195936,109.087413686472,882.551630048415
99273.4917812778,835.145524241752,98475.4155460419,1016.04597791071,283.660963721521,-555.219249012633
2126.56021074666,-753.66199416577,989.392630904742,1981.93896947998,483.52051847082,-482.972622691858
99603.4133013101,483.744257204563,1191.30455665793,1097.20144389901,100140.562750436,1305.40527014691
358.246503432012,-858.917318216283,-1014.65283607552,1716.9816803842,99685.8668408064,742.621249278164
100678.339193253,-1121.43308223627,99812.1789892725,1455.63639422896,1146.09993304813,-850.320652977557
100842.932928874,767.127067948107,220.655645447128,-685.821381568229,1211.14925132254,-450.929681712302
100216.16533611,51.0178948252614,99266.6163389283,515.189030892268,-188.830775968933,100879.179561181
99813.6687064579,1629.51454754418,101501.069816869,391.651459961267,363.669248160067,-461.917187028171
99958.5130425257,-1005.1707066952,98945.75632754,-27.4640982350824,2579.48745939528,-388.154823673991
72.324630722899,163.198770580329,109.339028915861,1326.82421071099,98012.2561918607,99307.747851405
97485.1426736549,99421.3788358258,101507.123238186,1008.61780953069,-982.703404736014,1028.06887904074
245.291003079092,1240.46048860841,100590.885438184,-402.665929610012,-304.802459374494,819.905218253077
100212.113175694,101046.285031241,100450.675327194,1549.13516860643,1640.58468555374,-1870.77629434943
100716.475222483,-2496.45518740668,101113.320988008,962.320841990388,2099.18267059698,1259.11331965761
98813.0165126009,-241.11692787692,98916.9507698764,-765.113265085209,-1023.03778194146,-472.811609583211
99528.0715191524,-299.26177645001,2026.16938442029,100353.117075193,99896.2782863731,-1063.39386372439
103109.831700827,656.898657964089,1073.5457591563,-662.234225199054,-417.241765848867,78.3748156309005
101306.668785503,-95.8209463378644,99614.3010863605,474.00521386079,1301.25234299428,-694.636030143462
98989.0552453136,-865.62198702025,276.323790430009,539.591633948756,100607.440330438,1010.19761138528
100929.223567,96274.3896711644,99104.1043466722,518.067992268349,-1603.44845365566,1478.83134999813
98925.010184184,1834.14881156525,358.970459661285,-961.151657105059,509.439842968399,100349.21995055
101006.26139818,6.31646538940756,99696.4211121041,-744.815578373331,-634.413528960984,-557.152327180829
100318.192712527,-422.128627927711,323.455782686425,-484.019251918557,-75.3756802519082,101871.229917619
100092.790514486,1103.29429255445,100070.760480555,931.355389445206,415.503422154869,554.245409769611
98935.8293358571,-902.630433718738,684.342547336098,-197.511809054418,100760.538410422,1307.21205528469
100028.131004182,-1138.49359158406,1956.10926662317,607.207070894961,848.602982939274,974.490162971518
1103.11689675837,2281.16308584634,-308.489889653774,-556.844560247299,99404.4520480724,-603.367950750432
100278.740948222,20.022783107178,100101.646036719,588.230395546314,69.3931478598787,98431.9889836401
99190.9008179145,-653.102559003258,1591.30796828672,1303.48967895735,100977.442871823,1668.91831853467
101056.879816181,99740.5943675005,106.283537283934,-509.129458767312,-1510.69486452599,99824.393259982
98921.7568358969,-1503.0202050934,99260.7634448503,1539.24068384817,53.3875874609588,-281.369451119757
101722.192513348,622.772796716601,-2233.2664467762,-644.658972699649,100398.085887125,241.92527966856
100126.774778749,-800.22251773544,-445.213518654886,-1738.844715885,465.746177419859,98722.2527732426
100520.483821093,99915.2918848119,-380.912906118511,-361.829133798353,-625.32896643961,101737.854725414
100948.292496063,-493.700737912014,-347.754549040238,-1187.91173829122,294.632546241957,100513.359766286
100580.207147687,100690.359850644,100834.06745701,-1154.33812475666,305.755651910855,172.299120772845
99305.3086395141,-1244.77177078163,542.784695331097,-1016.7386457012,100549.162762608,404.655570710551
99038.0076938972,553.545137259705,-462.834203390626,99862.9685451882,-216.473561324381,834.703811246144
2437.78854155222,-1192.03612881755,-274.36870082504,677.04678474435,99579.4519920397,966.101676857407
97706.0252236224,-1949.13654239138,-366.07446710233,323.037369489584,100448.089153452,434.233262868492
99199.2424008768,813.570972772364,353.3055840796,-302.320856305467,99541.0523795699,358.433350904096
99500.9109488956,131.491994103628,100878.194188767,729.887690230815,-851.050135678698,-642.871679571826
98766.1025882556,549.405042137551,0.783264198456239,-2756.55335648152,-316.359710520268,99972.1032240513
100333.063405444,813.203021444561,99069.7627464141,-852.711444403541,1142.25833214982,-1311.37996955457
100914.989981104,99620.9271054767,-152.392115906476,99684.69580056,-84.7196837031137,-32.9436342714642
99762.4149475911,-1414.78903123778,-687.429971287148,1231.72431251679,833.154210582812,101739.944250067
99195.8440530276,-464.468142718447,1366.72747618506,-851.204655172488,98746.405246352,1055.74603616284
100418.089188702,824.102750607989,-164.576853860895,1356.44504316162,98008.1277585624,100386.369622952
100936.256744719,-2409.31788907283,100190.07229603,-120.4782131302,-2216.55767460523,729.696132626701
99755.2997826643,103.251995369244,1550.09132183672,217.137128326195,1375.65661290149,100531.68323498
945.313278705496,-830.439363047555,975.157122376222,-276.467913858067,100614.094566931,-45.012511682435
99115.3950044953,1524.55315069012,-340.527565429904,100669.76047438,98896.7949324477,212.630557359808
100569.430116387,-526.6099363285,101251.210352145,-2786.77899564008,-809.752300680279,-72.0028333541833
100495.05541737,-91.2519828710523,138.641268160335,76.5405964005596,101925.133247473,1805.7135037452
217.663370718483,-498.016983864547,421.431162621808,544.182475402613,99386.31547089,-769.177514779616
586.655982480292,193.23878388378,767.108380749435,300.068122370955,100168.195421423,-1326.00354754608
8.26192431995528,-1178.67727818539,684.291482927977,-1044.52543459942,1046.60274724502,101032.786685619
100760.255934242,-298.819392284668,1958.34941618288,-107.197185393812,-128.969781585912,-956.121796048172
-10.5536539470994,1371.51642929636,486.310166009484,-267.231279044337,100092.966699375,399.48490423585
99652.95370855,-853.738337451434,123.006483075098,143.776221315537,436.871777387073,100270.247496118
102140.734623566,175.34721293386,99120.4123693208,-135.532825137142,-1877.83922049256,-11.1257577051097
79.358531273128,-105.063371409178,1181.00201940663,1089.91674428508,1243.70417001135,1216.10865227295
100059.279804765,-1012.34282385037,101717.417912046,-267.518533595699,1982.62498806724,-2569.58906058318
101998.855510024,-596.023287244154,98228.6922312897,335.953833252182,-844.293570118999,-210.131644758633
99376.3376933719,-833.941203292519,101500.21973873,1987.84404833199,-834.091100715359,-373.09829398969
99687.7639265864,-1303.13444209603,99522.2211328915,2370.73375139277,1820.66615855354,-61.5343358456811
100104.973509002,-339.921563406572,1901.06921911961,924.683810595471,100412.626874917,-1219.39725776283
98936.8225322728,-738.570117560149,99862.8486566766,-916.308970881046,504.533156830827,85.0711757957758
-885.430366709377,928.113333733711,-1224.3342607092,-1319.90218626222,99724.4653117353,-406.544050544774
100252.343316236,-382.130510245001,100060.584813538,-961.208516924024,1073.15461727906,2542.58291910697
99488.1281126874,-389.523782765341,99111.5081658548,465.680537272527,-116.448507360435,360.75989170508
101086.574398053,100620.085974873,764.118130322077,98755.0935482003,-465.617668617066,-1274.29459743842
100370.873089837,1654.65730220243,-184.130293102818,100316.06067378,53.4105150415048,-1565.89725603108
97851.6527514226,1995.96686223046,538.757739005502,-777.094908282858,-1415.4373599381,100354.625125632
666.759896965672,794.154059512653,460.977022195562,703.420036049723,98305.783952475,1046.41461122517
101212.617673961,-1310.91651505932,878.534362694831,689.479173084098,-156.699569086256,100140.869092479
100086.498175005,170.195172118705,100528.832633928,-591.061865546796,-827.522848181846,942.611197916304
99174.3037247937,101096.719469506,100427.677531533,-1987.89635093107,-1246.21910767836,-1440.60620809446
100603.844495615,179.487512051594,1055.77325314937,-1432.28540262661,99454.3781591028,671.457878044668
99324.070916896,534.233365595902,101310.588355416,883.084515420839,-1441.73563479352,99399.8365200099
100658.078299652,234.166832099421,99948.5121949722,-1311.29026291177,878.270532333472,-1184.47123070736
100321.444173136,1428.0563118005,97379.738423426,101279.2142237,1069.69987834251,1617.17018590002
99390.6782969627,-1511.96565817306,97773.5312611257,-1024.85825536369,-1486.24196961104,-24.304522567395
99742.1911435614,-1932.09893237931,-1548.81317048127,-1375.43657875972,74.8782927431464,305.425205261125
99087.3625651934,37.1423041980594,-1177.17694781162,696.984697290136,98839.1005385718,383.115222621635
100193.578455032,-346.976082096552,100538.004430728,-1239.54637482558,-833.450971167996,-935.16222690851
100789.020476362,1028.16704143012,101529.559870826,-972.668457498217,-314.448311395089,-331.038417329219
100293.341213589,229.889491648721,98874.0349300166,39.2946346269214,-292.918696182473,651.098964114265
99405.2601715463,-621.186365773064,-790.115723383324,291.063028517644,-918.836946473521,98780.1277052968
99990.4359414962,159.631348900273,99565.9211671912,-2172.58374286295,-398.309546989022,737.676219095495
99754.8863385475,-610.585071986241,99027.3565107109,253.820190467552,-2530.08808158844,-278.761117509844
99948.3687175622,508.169824845146,100351.863946312,-238.975295643232,661.205122544482,-418.501599933468
-1124.54277911802,-800.715647184562,-784.954676387669,456.425859057665,100143.232775198,98638.177183297
100380.498943723,-203.549608860385,98318.7220323095,392.318118883872,1159.46380428074,98579.8534648806
99380.3776253802,409.481304571771,99805.7875798147,521.618978835025,-205.129104109824,1598.56292460206
100283.235412623,23.0811117368392,101146.897242279,-236.874676661037,-1004.86905036859,1798.99373852082
100983.449894035,367.811936110959,97935.5672018575,-738.62730529661,-0.411897811043507,107.198856312002
631.930668336817,831.512531718811,-404.919718707568,-1081.29858383531,715.937049390862,98746.4832101026
99789.6049879768,1131.50587544364,-646.868238242047,489.008485227049,98963.0182012319,-734.893988481032
98858.0968104352,-178.8856939515,99523.5169865486,-243.512109195916,-1086.85904232394,-722.453602764024
100161.548736258,-2016.4982459779,100225.098926399,-80.3601489401964,516.500878791233,-917.559215895575
98420.4772480491,383.21703412091,-708.009185237488,27.294435927031,101993.999147153,1181.14307335856
100144.450011662,507.429456150585,99805.1423666653,1025.5228399447,225.388852890243,-545.897927809321
-46.1738621185631,1651.33471037895,1437.21747786453,85.3878482694489,98840.3839568073,-136.175903898118
99050.1384692092,47.1071799897816,-4.68019099005893,-34.8059191025186,99587.3816966321,-581.320281778804
100860.500232035,-681.296602221916,572.403911378579,99407.1229777675,826.67168337281,949.429755942882
99578.8099342539,1157.17846952021,185.392081408615,-995.200767558282,98287.5872339542,-1367.28212226515
99608.1798947519,519.912136142554,99685.2769489254,1685.57655287552,1486.20089718175,-753.569978808828
1532.56178052563,-1020.53636203737,85.6006726451097,-31.8731625145087,101694.163500148,98650.9134256521
-837.918092918747,2748.11067549007,100271.041773516,-258.62620923692,-803.014128229843,378.30099028593
100118.374783528,-126.829172887376,-11.220891432829,77.9964750034147,2.01389597348887,101779.076703571
99910.5428187468,-2573.59553305146,-1443.40122662223,99138.0393078289,56.5536394138947,-78.7326483239096
98905.2258026394,143.933712206561,244.796110820904,464.725470717522,-1649.88422309124,99867.4893461259
-420.012062152174,-728.371559986623,709.039644303742,2862.6794387709,97787.9139180166,-1245.01168997685
99860.9122634834,-1762.62182097032,1381.14000096062,-81.304456887101,1857.35437654594,99622.1221076384
99324.3660287339,-711.937730742751,808.447051347197,1031.50492538731,100470.415445816,361.422008309142
100961.770928679,-1759.43867269568,101421.615999776,-734.835875789498,249.425075822992,-867.766994936365
75.6353415700647,-313.203988029625,216.89550489469,-320.163878164719,100649.218630511,-143.055758400929
98958.6988870659,145.688049147362,99202.7704901103,-463.726813536298,-115.210483705761,-582.296697786238
99675.45450743,-267.522276622428,101830.036575334,-269.900058661943,-1921.52227522969,1730.31703634688
616.630745774052,431.417878878056,100479.312000642,524.77285971266,-488.218553009116,212.207092591381
100265.661647312,523.116205995888,-864.074472813119,-443.303688335289,886.890894960726,-329.885763277755
100099.076147174,-852.881328258117,99221.8238743019,-603.384135000992,919.386188938428,99427.4747887858
101386.080309328,-1018.86580230321,-535.902108854349,-144.924484629013,99512.9346452438,-1100.68258242352
100457.747795189,450.59815503921,102021.264428528,1608.0130392881,786.765180002132,-1088.48978059732
-830.090151631607,537.912831307253,1662.68913785072,-359.017096133248,98.50892962218,100550.256751002
99610.7507090059,804.524362602572,98320.730054711,-535.632512890984,172.149649108202,-305.582824178757
101513.944957113,525.851431499463,100939.277245765,66.4531618881705,-658.28616862102,-1764.41835733827
369.439290026888,5.93484658780579,-520.877304811544,985.747197397807,100341.414249212,1687.83755632738
99063.7499054704,101039.545941643,99454.6686907331,-719.219025392221,-251.382817452295,-1329.72814020339
98950.0725792631,-1522.45774644247,-1463.23308189142,625.562491973391,-187.436842882377,99899.60476268
97801.7269845707,1499.26555818982,-768.269749261312,-723.422445651971,-227.932026131632,-926.751433281325
99506.9348436451,-842.109699774581,99318.736664115,369.272285550662,-89.3250728367811,1667.71579461116
-626.731926542265,-1948.25146257266,251.169204220158,1883.78163581538,102117.273766845,-496.529987032374
99780.2145407019,26.0739794713985,372.979100738845,-693.335053879045,838.313410991468,100032.600224861
100335.282536334,444.612387483375,100773.304795516,184.582868953168,-556.751184491059,49.9043213282483
99836.8194409016,-186.909520630301,99573.4453144445,-907.794246974381,-123.394282314814,-1563.71097292129
99773.0262311442,2154.14079570205,480.420759819859,675.960576655339,1536.0682637008,100341.382413433
99640.2134124179,-2438.3620862255,528.774379660281,-2085.34212804297,-850.620928413843,336.537836592611
102066.715509161,245.673865240594,100254.171052953,-566.97604728474,-500.540009475851,568.265059908672
630.475227157249,432.597166129723,-1554.26824985542,-1241.48952266511,98863.4790603851,-1196.17788245746
-770.989164976086,-816.910725683511,1330.59420725041,516.7284239495,99520.5618613253,-121.518710627489
860.48477963202,-2869.52324836201,-271.218178882679,-586.332799173784,99309.4413607259,-737.190586234907
99824.7119091461,-1020.36725877373,98692.9622966375,252.488814258405,731.385316771329,99360.5825375714
98651.320039479,100028.360053136,1193.12293102613,99614.9061467368,-436.649415530428,287.611268160099
99347.2463202434,-166.70968426882,-1003.52292843996,671.760478380274,-566.976500700397,1407.72324461988
100117.921949599,99762.8111487444,96969.7387123612,1941.76827128938,-384.921603850583,-1152.40077132992
98261.1292235308,-225.92958227468,-170.117380750158,-358.735334170659,100066.368780969,1596.0178121146
100909.975915656,759.629603308765,99224.8366824742,-105.205465807988,1295.75237252249,34.219921347531
100609.919857637,-359.619644387662,98638.084921931,-152.26494053359,-61.8141020213658,1945.11207553144
99926.0377346813,-974.957813722919,-191.14468658193,-930.107984593283,-1133.67376135028,75.8197897045477
101839.564708088,613.91603555012,100720.464510951,-625.100228892339,-1746.48108119932,-185.203833207126
100651.346162967,-167.382358543195,-303.714824478478,-687.559956717393,689.77208387598,98079.8181785346
98000.4875742249,1025.57321409548,98887.9928664275,1397.26951878288,290.728926702691,99316.4457951709
98643.1412083009,1109.15897711688,468.789850848151,-893.519794971482,130.223431375836,100410.748983066
99681.3751711818,965.495129487282,102440.355420165,-1508.40457292453,-1026.89480835116,-22.161068013155
101250.86156558,-715.158646311072,100310.849997875,-284.06730281438,-1815.93357640992,-835.710503564519
99756.1717953595,127.991009935807,100665.178177672,1608.2447248917,1745.83926872425,-931.856939488394
98739.9146465328,-594.96021440754,99390.7454571637,-45.059501970291,-120.952757794778,-2130.87072063599
99247.2847727865,-2494.12167403761,-409.046603786168,-363.905686515341,-196.300472937322,101834.730844536
98954.3973717324,1327.85499947333,515.086371496643,-1562.26798436464,1637.77355495883,101353.592442275
99423.7952140553,-944.362307936506,101762.93601609,-780.619253633657,-1751.45899560189,781.939184951582
-1440.43680085248,-556.403816456083,716.315124182328,-193.431724093499,99368.8268652825,2477.77922741532
101257.713185711,1055.73638395348,-683.253420711918,872.438593782569,2459.72682681699,99821.4811242386
97713.360776556,-608.063586490346,99779.7340119039,424.93645127001,-1357.3212642754,-148.443647170861
99484.8353490728,-779.318522144053,444.610693293948,881.686935842107,-257.325273027995,-524.959529367673
99708.7646274878,-1278.60263498467,100385.896844411,-1026.87426139358,-1398.62582570186,-264.721540515171
100134.567449082,966.049495347412,100194.458301457,575.088980212507,734.982834683469,-2489.67116476243
99743.7810771702,-2238.05186231898,98949.0433723503,308.643648377898,909.664160063437,1027.87237715318
100330.723168978,1031.86246384386,130.615458259403,-703.32894120351,98504.3760336321,-806.274264622404
100956.938396205,-1337.80944657867,99381.4253749767,-1731.36223164942,961.448120801171,-1909.78466680256
99803.4683350838,-1050.47302755982,338.656588887211,11.1465076756582,100299.782543832,-1118.79677332412
99908.6282074078,2072.34221204518,100384.177316761,363.865997097324,-828.543703020136,-730.992859213379
102149.260398106,-1102.14473397738,100787.754489449,13.7884389120363,11.3448928606015,-872.942521483799
96998.5305131885,-939.505427852327,101298.761040752,167.879705478481,1791.02322840208,-1072.45258035625
100692.807124335,-528.101126174211,101157.874812802,-1105.36512303592,-337.810396519518,541.217614003368
99474.3052861121,398.769847818449,48.0089310070294,-556.103316582059,457.099434739596,-26.2170975244781
100213.47080254,765.742534921721,102132.085438282,-839.160809628438,-801.017129478487,100904.442899152
100224.552990894,-68.193264340592,-233.67423120671,-773.603893042234,100392.509632229,-1297.54449051992
100648.517622322,-575.102205133096,101707.493904385,368.538922592037,1079.7638278688,76.2218693974005
-782.04300076848,-1111.987318462,98737.7823386751,-732.316852676013,-773.516373789638,1194.68887461982
101441.411868208,52.2790965802698,99858.3923265546,-328.827791201397,-204.392160420273,-1765.87816890262
99769.9526610623,1482.06319322287,101306.643332994,-168.818952591303,-801.911064394815,946.126291435981
98602.3853413445,100255.299073136,99443.1928824604,100538.10657831,-1094.40094555799,901.928691063308
100189.737694006,167.617374036441,669.324070944463,-886.051220137681,99546.2708281283,-291.479610500712
-650.183265481966,-765.91257824571,1099.75534405802,1383.54688410802,99564.6433293665,2989.35677654646
1165.9319679225,-671.268520313051,-448.6943749023,234.695738203347,99574.1006422389,-635.478598096321
98557.98118474,725.173201197334,99648.9179649674,-1132.23354619555,-499.464649224437,-299.094594709999
99964.5355589446,99136.1398932594,353.735528042139,-693.307911484365,100031.173408456,-236.787068934371
-561.713619102536,368.21091786547,762.024814595148,-1352.66077160431,101420.728917727,-766.83751462511
100359.718749807,1787.92476725831,99058.2545358351,1095.48899246891,582.77030993784,-802.229870174629
101459.9903325,-749.668020324175,99497.0371083983,-301.748701517057,-350.799524820226,-977.046559460804
-638.300334516769,-974.143279941971,-275.486007364029,-462.360744632555,99495.8829350458,699.404381587334
99193.6582030946,-604.80399931398,99949.9429579111,-1907.06277971591,-221.680574661475,-1242.25432517775
100515.622663448,-441.959602689219,101131.458858604,-1216.61947335889,258.143150374156,673.230761397753
99841.9472805747,1153.27484249024,67.2812269748768,-1494.68713978167,-692.481306201772,-296.101249834381
99153.8925814645,531.625893863618,245.769004896323,-646.378107844469,630.018364342846,98425.0841990995
99517.9635352885,799.383152439004,100696.134391097,-749.346358649455,1241.14142242061,-37.5050123300789
100625.933774843,420.932775764281,97990.6378448786,1008.42121836469,68.6107061973015,-94.6854095916888
101081.457845401,-999.084048639178,-1023.13666317612,2491.23262372862,100804.269090883,-1152.34980480908
100714.39983013,906.374639153695,57.5294538930324,692.787009504882,99453.0514328658,1201.48121113461
100544.244769018,-375.491729074104,1986.70756331269,1049.57508889448,98498.0420117247,-168.979956288246
98609.1389991173,98881.4524499517,860.506362775938,1194.68988178921,100643.320194733,-696.046757688409
98624.5672746943,983.942791586921,100369.33359832,655.344186711636,-402.361565387978,-1412.81615542145
100180.355288316,832.947908947729,-404.840439637539,-291.858256662716,100080.127991097,-243.290665298426
98560.6155811511,-1464.47447443823,99751.4585303559,1937.62759038101,381.900572382763,379.01147148406
98434.8693971276,-1111.84766804442,97952.9382614678,667.397696433133,-1479.40803467885,797.063911593656
99428.6974115547,-1004.77057879243,100876.443792726,1845.75387961351,-81.7312816135488,1873.51572131484
99845.5216445066,1273.09734199601,-831.627628359946,1717.01098663617,-687.044357305202,100672.495979524
98662.1328807858,1596.49731359624,1017.50571733332,-303.002006867071,206.274412234458,100276.553773967
101859.795246241,441.797219999553,100874.223229775,1043.73679869481,-1568.23934739158,-627.371766074986
102303.647493094,1605.70647058973,100450.844699818,532.385844412212,1228.64242250426,344.274806470582
102499.113120798,-852.238763162249,-2621.29286677871,983.97157773484,256.45543511184,99980.5679027879
100405.320305212,1765.99943424607,634.680282822855,-1013.1858412526,200.490237657286,-1334.40550822973
100440.158564538,144.999396363908,19.1956692185892,373.493595298575,100827.98409919,-869.48557149486
-319.798346313927,-1242.01925964947,102.878290667837,-102.529416495892,99652.9460653828,-415.690193623361
99196.4766215901,-1409.13723946723,-17.319500847704,-1031.31692605636,99150.6399178311,1630.8446327176
101784.333973076,-435.773005709843,98067.1558199348,655.499204017974,-1152.08007977186,-148.562389172915
1419.03224667652,-104.277497158715,-216.750193633561,-788.593836693821,-226.470713276633,1647.71117350314
99150.581494878,381.848302394304,2340.09059232901,-1246.39949124216,409.799111824846,482.631575465608
99874.7962457074,-194.324363470819,98077.9856418915,274.172439345625,205.209252241339,-712.110779563958
97667.8790239474,99470.7602111331,98583.7008122496,100057.166389133,-1197.00654410759,-812.704971562944
-617.895269382163,536.07504789886,177.543101265252,423.077382006571,138.918385719945,-1043.72689933801
99712.1995992441,99707.3481634516,100871.502392733,750.273094993282,469.523753188119,419.903472862223
100443.934520258,-494.29325967636,99951.870377655,213.664013091466,122.051800541814,664.80934197771
98544.4639901141,2637.01049121251,101707.806326706,192.195047599474,1228.10941194273,983.21932731751
100431.177505374,-1720.46510370105,-1248.11384377026,-1687.43576297154,-364.371551777964,2079.74239721765
98864.1298811729,320.565204148318,99859.6969639049,-314.86641502337,-245.56677720104,-661.301795454564
98156.7617890863,1363.77729026843,-568.057358975749,683.559120359733,1422.21552719362,-1209.22497045815
-452.396218020416,-1558.5164812684,99319.9150162296,675.98922635955,682.913048450875,409.077427078726
122.423003206065,-265.871720783626,-1898.53198499425,-1002.36211169445,100840.444242674,96.3198887399332
100084.860686688,100892.73393423,98809.4179064023,-1466.83202472104,-2214.82328509776,-74.8387606562198
99920.781018386,472.437708811968,-513.276946540384,-420.810503637801,-785.994869450837,98951.3299101421
98936.6156374604,-1899.8433998174,-400.310239461682,-962.893347999889,102101.23207072,-452.44109888269
-321.495405257431,-171.069649357266,-1166.12663614563,2572.14824652027,98889.226363069,-2516.77442232544
101492.162776365,-2277.58656079295,102001.828581727,100833.130392362,-593.582823307072,-93.5093096742223
98886.9853891551,-197.349720818806,100865.961881758,-68.1536563034655,1723.64397552353,-2217.97212819371
100559.702515078,101949.483579372,100528.690107542,567.201626838401,1481.18920505562,746.216347373397
100021.302774839,-485.946798839586,100468.947190624,-196.736216071435,1677.35718679716,625.063958089879
99708.0529228035,1529.15610763524,99543.1983888098,583.36125415457,32.3310210137223,99176.7376331215
100381.727080461,-347.309749563864,506.315179092622,-959.206220335638,99050.1385213366,169.373282816447
100988.634327219,-865.741797226538,99376.1089059105,684.110217531589,616.715924881048,1750.01424123065
99994.4018304116,-384.18155933931,100777.30037771,-368.661589770987,-85.4561403699846,117.226438192387
100922.483878979,98741.073632841,100588.391047262,83.6453933877358,-57.8711670989342,352.665897363288
100091.759277865,1104.06726046799,98049.6871442756,-1227.52949706879,127.918466919377,-843.645058339607
99652.8877212508,767.140684979058,-439.967621897587,-468.340009230237,99360.0817424954,1302.63790216143
102062.744410419,757.385967667831,267.247068666168,466.155379894738,-785.312356120449,-144.174211319697
101114.439575759,-730.096984161845,98730.3732082615,194.552691513669,650.178521379452,-284.482156579922
100702.390794861,-3.1278927411434,99811.1546158244,-516.754227870749,488.923094174886,1352.46245434038
